id,code,name,ID,Country,Region,Flood,Earthquake,TC-Wind,TC-Surge,Drought,Tsunami,Volcano,Landslide
10633,69,Denmark,53,Denmark,11,Climate change impacts: High confidence in more frequent and intense precipitation days and an increase in the number of extreme rainfall events. ,NA,NA,NA,Climate change impact: Medium confidence in no major changes in dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10634,70,Djibouti,54,Djibouti,16,Climate change impacts: High confidence in an increase in intense precipitation.,NA,"Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in decreasing dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10596,71,Dominica,55,Dominica,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10597,72,Dominican Republic,56,Dominican Republic,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10598,73,Ecuador,57,Ecuador,9,Climate change impacts: Medium confidence in an increase in daily precipitation and in days of intense precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",Climate change impact: Future ice mass loss on volcanoes currently under glaciers could lead to eruptions (IPCC 2013).,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10741,40765,Arab Republic of Egypt,58,"Egypt, Arab Rep.",14,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,"Climate change impact: In northern Egypt, medium confidence in an increase in drought tendency and consistent increase in the physical area of drought. In southern Egypt, model projections are inconsistent in changes in drought.","Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10600,75,El Salvador,59,El Salvador,6,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in drought tendency.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10601,76,Equatorial Guinea,60,Equatorial Guinea,15,Climate change impacts: Medium confidence of little change in amount or intensity of precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10602,77,Eritrea,61,Eritrea,16,Climate change impacts: High confidence in an increase in intense precipitation.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in decreasing dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10603,78,Estonia,62,Estonia,12,Climate change impacts: High confidence in more frequent and intense precipitation days in winter and an increase in the number of extreme rainfall events.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in short-term drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10604,79,Ethiopia,63,Ethiopia,16,Climate change impacts: High confidence in an increase in intense precipitation.,NA,NA,NA,Climate change impact: Medium confidence in decreasing dryness.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10605,82,Faroe Islands (Den.),64,Faeroe Islands,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10606,83,Fiji,65,Fiji,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10607,84,Finland,66,Finland,11,Climate change impacts: High confidence in more frequent and intense precipitation days and an increase in the number of extreme rainfall events. ,NA,NA,NA,Climate change impact: Medium confidence in no major changes in dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10608,85,France,67,France,12,Climate change impacts: High confidence in more frequent and intense precipitation days in winter and an increase in the number of extreme rainfall events.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in drought tendency and an increase in short-term drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10611,87,French Polynesia (Fr.),68,French Polynesia,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10613,89,Gabon,69,Gabon,15,Climate change impacts: Medium confidence of little change in amount or intensity of precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10614,90,The Gambia,70,"Gambia, The",15,Climate change impacts: Medium confidence of little change in amount or intensity of precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10616,92,Georgia,71,Georgia,19,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10617,93,Germany,72,Germany,12,Climate change impacts: High confidence in more frequent and intense precipitation days in winter and an increase in the number of extreme rainfall events.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in short-term drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10618,94,Ghana,73,Ghana,15,Climate change impacts: Medium confidence of little change in amount or intensity of precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10620,97,Greece,74,Greece,13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and a consistent increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10621,98,Greenland (Den.),75,Greenland,2,Climate change impacts: High confidence in an increase in days of intense precipitation and the number of extreme rainfall events. ,According to the IPCC seismicity could increase due to isostatic rebound associated with accelerated deglaciation. ,,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10639,99,Grenada,76,Grenada,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10642,101,Guam (U.S.),77,Guam,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10643,103,Guatemala,78,Guatemala,6,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in drought tendency.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10636,106,Guinea,79,Guinea,15,Climate change impacts: Medium confidence of little change in amount or intensity of precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10635,105,Guinea-Bissau,80,Guinea-Bissau,15,Climate change impacts: Medium confidence of little change in amount or intensity of precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10637,107,Guyana,81,Guyana,7,Climate change impacts: Medium confidence in an increase in extreme precipitation and an increase in the number of extreme rainfall events.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10638,108,Haiti,82,Haiti,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10646,111,Honduras,83,Honduras,6,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in drought tendency.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10740,33364,"Hong Kong, SAR, China",84,"Hong Kong SAR, China",22,Climate change impacts: Medium confidence in an increase in heavy precipitation.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10648,113,Hungary,85,Hungary,12,Climate change impacts: High confidence in more frequent and intense precipitation days in winter and an increase in the number of extreme rainfall events.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in short-term drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10649,114,Iceland,86,Iceland,2,Climate change impacts: High confidence in an increase in days of intense precipitation and the number of extreme rainfall events. ,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",Climate change impact: Future ice mass loss on volcanoes currently under glaciers could lead to eruptions (IPCC 2013).,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10650,115,India,87,India,23,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10651,116,Indonesia,88,Indonesia,24,Climate change impacts: Medium confidence in more frequent and intense heavy precipitation days and an increase in the number of extreme rainfall events.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10652,117,Islamic Republic of Iran,89,"Iran, Islamic Rep.",19,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10653,118,Iraq,90,Iraq,19,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
